"player_name","player_id","yellow_cards","red_cards","goals","assists","total_minutes_played","market_value_eur"
"Aldair",194603,64,0,0,32,25200,1e+06
"Aldin El-Zubaidi",279614,1,0,0,0,390,25000
"Aldo Adorno",112640,0,0,8,0,2296,6e+05
"Aldo Angoula",57510,63,0,0,0,12306,1e+06
"Aldo Kalulu",292822,42,0,63,21,17493,1500000
"Aldo One",254476,0,0,0,0,2700,2e+05
"Aldom Deuro",648971,0,0,0,0,546,250000
"Aleandro Rosi",34239,792,0,33,66,243705,3500000
"Alec Luyckx",285656,0,0,0,0,72,2e+05
"Alec Van Hoorenbeeck",405892,18,0,0,9,9522,750000
"Alef",261459,147,0,42,0,48552,1e+06
"Aleix Febas",217144,80,0,32,48,31360,4e+06
"Aleix García",261504,78,0,117,104,72176,7e+06
"Aleix Vidal",88490,1040,0,364,806,334022,1e+07
"Alejandro Arribas",137174,832,0,128,64,211840,4e+06
"Alejandro Balde",636688,0,0,0,0,1863,1.5e+07
"Alejandro Barbaro",178933,0,0,0,15,2055,5e+05
"Alejandro Bedoya",111783,196,0,168,112,110208,2500000
"Alejandro Cantero",638235,18,0,0,27,8811,1e+06
"Alejandro Catena",449796,220,0,40,40,77140,8e+06
"Alejandro Chacopino",279094,0,0,0,0,3892,4e+05
"Alejandro Domínguez",18958,330,0,957,561,170808,1.4e+07
"Alejandro Faurlín",88067,0,0,0,0,3450,4500000
"Alejandro Garnacho",811779,0,0,0,0,36,5e+06
"Alejandro González",100497,104,0,0,0,23010,2e+06
"Alejandro Grimaldo",193082,700,0,504,1344,546392,3.5e+07
"Alejandro Gálvez",128488,720,24,96,24,208392,3500000
"Alejandro Gómez",504104,0,0,0,0,1800,4e+05
"Alejandro Pozo",341272,60,0,15,60,67755,5e+06
"Alejandro Pozuelo",188853,648,0,567,1161,308475,1.2e+07
"Alejandro Rodríguez",169533,75,0,175,25,23975,8e+05
"Aleks Matsukatov",312895,17,0,0,0,3927,650000
"Aleksa Terzić",404260,20,0,0,10,4570,2e+06
"Aleksandar Bjelica",273004,560,0,120,80,124420,1200000
"Aleksandar Boljevic",227532,286,0,176,308,147642,1700000
"Aleksandar Cavric",189839,110,0,22,44,41646,1500000
"Aleksandar Damcevski",217918,20,0,0,0,18060,4e+05
"Aleksandar Dragovic",59032,1480,37,222,185,559107,1.5e+07
"Aleksandar Gojkovic",128320,76,19,0,0,39672,4e+05
"Aleksandar Ignjovski",74295,340,0,0,102,132226,4e+06
"Aleksandar Jovanovic",256567,140,0,0,0,127580,1e+06
"Aleksandar Katai",139915,175,25,175,125,46325,5e+06
"Aleksandar Kolarov",46156,1216,0,800,928,662976,1.7e+07
"Aleksandar Kovacevic",94316,299,0,23,46,98831,1500000
"Aleksandar Miljkovic",78726,200,0,25,75,110475,1e+06
"Aleksandar Mitrović",51152,696,58,1276,493,303543,2.8e+07
"Aleksandar Noskovic",85113,11,0,11,0,6380,450000
"Aleksandar Palocevic",192740,66,0,22,44,34364,1500000
"Aleksandar Pantic",167093,437,23,0,46,154054,2500000
"Aleksandar Pesic",73457,224,28,644,336,150052,3e+06
"Aleksandar Prijovic",61505,319,0,1653,290,175624,6e+06
"Aleksandar Radovanovic",339501,80,16,0,32,48224,1400000
"Aleksandar Scekic",144334,180,0,36,18,43452,1800000
"Aleksandar Sedlar",237499,153,17,34,0,28815,9e+05
"Aleksandar Stanisavljevic",60731,242,0,176,44,45892,750000
"Aleksandar Stankov",92741,11,0,33,0,4587,4e+05
"Aleksandar Tonev",87282,120,0,20,60,58080,3e+06
"Aleksandar Trajkovski",142920,156,0,208,208,116038,2e+06
"Aleksandar Vukotic",398851,408,17,85,17,121397,9e+05
"Aleksander Buksa",553757,0,0,0,0,488,3e+06
"Aleksandr Ageev",300138,0,0,12,0,432,350000
"Aleksandr Anyukov",17749,406,29,29,116,267844,12500000
"Aleksandr Belenov",62514,464,29,0,0,638667,8500000
"Aleksandr Belozerov",48521,36,0,0,0,8604,3600000
"Aleksandr Budakov",51882,0,0,0,0,24332,2e+06
"Aleksandr Bukachev",484466,4,0,0,0,1120,1e+05
"Aleksandr Bukharov",45491,546,0,442,416,155142,1e+07
"Aleksandr Cherevko",63130,42,0,0,21,28875,4e+05
"Aleksandr Chernikov",432112,240,0,45,15,30135,2500000
"Aleksandr Chibirov",349917,20,0,0,0,4330,225000
"Aleksandr Dantsev",25066,374,0,0,110,166056,9e+05
"Aleksandr Denisov",82597,390,0,26,26,97500,650000
"Aleksandr Dimidko",51960,88,0,22,22,44462,9e+05
"Aleksandr Dolgov",515506,65,0,65,52,15002,6e+05
"Aleksandr Dovbnya",47004,145,0,0,0,109591,8e+05
"Aleksandr Dovbnya",263911,78,0,0,0,22633,5e+05
"Aleksandr Erkin",106783,0,0,0,0,595,150000
"Aleksandr Erokhin",84483,1344,0,1664,672,496416,7500000
"Aleksandr Filimonov",25651,0,0,0,0,10620,1e+05
"Aleksandr Filin",301037,221,0,0,0,70805,1200000
"Aleksandr Filtsov",98544,23,0,0,0,6210,1700000
"Aleksandr Golovin",263918,1080,54,756,945,424575,3e+07
"Aleksandr Gorbatyuk",61954,42,0,0,0,20790,150000
"Aleksandr Gutor",86269,160,0,0,0,75840,1e+06
"Aleksandr Hleb",597,66,0,66,165,117183,1.9e+07
"Aleksandr Kalyashin",214251,0,0,0,0,1080,3e+05
"Aleksandr Karapetyan",49788,44,0,44,0,12562,5e+05
"Aleksandr Karnitskiy",253371,46,0,0,0,42941,1e+06
"Aleksandr Katsalapov",90222,253,0,69,92,82478,4e+05
"Aleksandr Kerzhakov",15381,26,0,156,130,33722,1.4e+07
"Aleksandr Kharitonov",57015,0,0,0,0,338,1800000
"Aleksandr Kleshchenko",336565,18,0,0,0,8784,1e+06
"Aleksandr Kokorin",89086,858,39,2262,819,457080,1.8e+07
"Aleksandr Kolomeytsev",65966,216,0,240,216,202848,3500000
"Aleksandr Kovalenko",811544,12,0,0,0,3270,2500000
"Aleksandr Kozlov",104606,0,0,0,0,154,750000
"Aleksandr Krivoruchko",104397,0,14,0,0,10234,250000
"Aleksandr Kryuchkov",154612,0,0,0,0,720,1e+05
"Aleksandr Kutitskiy",687617,14,0,0,7,2905,8e+05
"Aleksandr Kutjin",106207,84,0,126,105,47691,650000
"Aleksandr Kuznetsov",334437,0,0,0,0,450,150000
"Aleksandr Lomakin",170625,0,0,68,34,6409,4e+05
"Aleksandr Lomovitskiy",292837,496,0,112,64,105680,1800000
"Aleksandr Makarenko",51912,0,0,0,0,4704,550000
"Aleksandr Makarov",256860,36,0,0,0,2676,4e+05
"Aleksandr Maksimenko",279975,0,0,15,0,1380,150000
"Aleksandr Maksimenko",351419,168,0,0,21,235452,1.3e+07
"Aleksandr Martynovich",59352,1020,0,90,150,538800,4e+06
"Aleksandr Melikhov",476274,0,0,0,0,14322,5e+05
"Aleksandr Morgunov",255452,0,0,0,0,938,4e+05
"Aleksandr Mukhin",501767,7,0,0,0,1631,150000
"Aleksandr Naumenko",491764,2,0,0,0,220,50000
"Aleksandr Novikov",103221,114,0,19,0,61883,6e+05
"Aleksandr Pantsyrev",304606,0,0,0,0,176,125000
"Aleksandr Pavlenko",15071,20,0,0,20,24060,3500000
"Aleksandr Pavlovets",249747,0,0,0,0,4680,6e+05
"Aleksandr Prudnikov",48486,240,0,330,150,154290,2e+06
"Aleksandr Putsko",126337,247,0,0,38,146015,1e+06
"Aleksandr Rudenko",318468,95,0,76,19,29868,9e+05
"Aleksandr Rudenko",349936,11,0,0,0,10890,5e+05
"Aleksandr Ryazantsev",7252,108,0,252,252,142308,6500000
"Aleksandr Salugin",34602,276,0,138,115,60329,7e+05
"Aleksandr Samedov",15076,527,0,899,589,349897,1e+07
"Aleksandr Sapeta",89589,385,35,280,280,168490,3500000
"Aleksandr Saplinov",449575,90,0,45,15,23505,9e+05
"Aleksandr Selikhov",265153,144,0,0,0,160380,5800000
"Aleksandr Selyava",187532,24,0,0,0,5064,5e+05
"Aleksandr Seraskhov",180834,0,0,0,0,1260,175000
"Aleksandr Shchanitsin",59189,0,0,0,0,3335,7e+05
"Aleksandr Shcherbakov",335900,14,0,0,0,3766,225000
"Aleksandr Sheplyakov",449120,0,0,0,0,990,150000
"Aleksandr Sheshukov",15077,116,0,0,0,51301,3400000
"Aleksandr Silyanov",515051,40,0,0,20,18950,3500000
"Aleksandr Sobolev",464259,774,18,918,342,157680,1.1e+07
"Aleksandr Soldatenkov",393858,64,0,0,16,33744,2500000
"Aleksandr Stavpets",52097,150,0,30,60,55920,1e+06
"Aleksandr Subbotin",104642,0,0,0,0,224,350000
"Aleksandr Sukhov",48557,616,0,84,336,331464,750000
"Aleksandr Tashaev",260301,240,0,200,200,128560,5e+06
"Aleksandr Troshechkin",308541,304,19,114,95,81757,1500000
"Aleksandr Vasiljev",106539,16,0,16,0,2544,250000
"Aleksandr Vasyutin",215213,0,0,0,0,23940,7e+05
"Aleksandr Yushin",285064,0,0,0,0,1963,6e+05
"Aleksandr Zakarlyuka",217036,0,0,0,0,1530,225000
"Aleksandr Zhirov",259849,168,0,21,21,110964,1e+06
"Aleksandr Zotov",93177,360,0,180,210,178230,1500000
"Aleksandr Zuev",263963,551,0,76,285,151449,2e+06
"Aleksandre Kobakhidze",56698,112,0,448,196,192304,2e+06
"Aleksandrs Cauna",51164,60,0,15,15,10845,3e+06
"Aleksey Bazanov",72175,11,0,0,0,3047,5e+05
"Aleksey Berezutski",15363,286,0,78,78,175578,5e+06
"Aleksey Chernov",393883,0,0,0,0,5040,3e+05
"Aleksey Druzin",145992,0,0,0,0,780,650000
"Aleksey Eremenko Jr.",16519,161,0,92,207,37260,3880000
"Aleksey Evseev",194947,152,19,114,38,41990,1200000
"Aleksey Gasilin",235341,60,0,0,60,15340,550000
"Aleksey Gerasimov",300447,221,0,0,17,63937,7e+05
"Aleksey Grechkin",217921,0,0,0,0,1560,250000
"Aleksey Gritsaenko",379634,187,17,51,17,85952,1e+06
"Aleksey Ionov",55356,476,0,1496,952,602922,7e+06
"Aleksey Ivanov",38682,20,0,0,20,18780,4e+06
"Aleksey Ivanushkin",278678,0,0,0,0,1,75000
"Aleksey Kenyaykin",549983,0,0,0,0,2160,8e+05
"Aleksey Kontsedalov",78725,0,0,0,0,42350,6e+05
"Aleksey Kornienko",787301,0,0,0,0,180,25000
"Aleksey Kozlov",24912,609,29,348,203,395589,7e+06
"Aleksey Kurilov",59423,75,0,0,0,51500,1e+06
"Aleksey Kurzenev",170624,0,0,0,0,1008,3e+05
"Aleksey Miranchuk",255450,442,0,1300,1144,478426,1.8e+07
"Aleksey Nikitin",106536,520,0,130,52,300690,9e+05
"Aleksey Pomerko",72164,512,0,0,0,149440,7e+05
"Aleksey Pugin",211740,38,19,133,57,49742,450000
"Aleksey Rebko",15075,72,0,0,0,15840,4500000
"Aleksey Rybin",106210,36,0,0,54,30348,7e+05
"Aleksey Shchetkin",198773,17,0,34,0,7055,2e+06
"Aleksey Skornyakov",148498,0,0,0,0,990,150000
"Aleksey Skvortsov",220671,19,0,38,19,8189,4e+05
"Aleksey Solosin",89407,19,0,0,0,31901,450000
"Aleksey Sutormin",217033,342,0,418,209,129124,3500000
"Aleksey Tataev",312502,16,0,0,0,1440,1300000
"Alen Halilovic",226074,234,26,260,312,139958,1e+07
"Alen Stevanovic",124559,0,0,0,0,5589,3500000
"Ales Mateju",242078,273,0,0,63,75033,1900000
"Alessandro Agostini",17171,68,0,0,17,35547,2e+06
"Alessandro Albanese",407347,35,0,14,42,10948,550000
"Alessandro Bastoni",315853,494,0,76,171,218101,6e+07
"Alessandro Berardi",127217,0,0,0,0,2668,2e+05
"Alessandro Bruno",77910,168,0,0,0,25512,4e+05
"Alessandro Buongiorno",386446,140,0,0,28,34230,5e+06
"Alessandro Capello",200190,0,0,0,0,5192,1300000
"Alessandro Cerigioni",133480,147,0,126,21,42672,7e+05
"Alessandro Ciranni",338680,289,0,68,170,126888,1600000
"Alessandro Cordaro",12908,234,52,234,234,126256,1500000
"Alessandro Crescenzi",96758,32,0,0,32,44896,2200000
"Alessandro Damen",321327,15,0,0,0,52005,350000
"Alessandro Deiola",235931,484,0,154,66,137808,2e+06
"Alessandro Diamanti",23197,544,34,136,170,118218,8e+06
"Alessandro Florenzi",130365,1120,32,704,640,613856,3e+07
"Alessandro Frara",6004,60,0,40,0,23300,650000
"Alessandro Gamberini",16868,150,0,25,25,172725,1.3e+07
"Alessandro Gazzi",28827,896,0,28,0,185528,2800000
"Alessandro Iacobucci",104290,0,0,0,0,12948,1300000
"Alessandro Longhi",112666,75,0,0,50,50350,1800000
"Alessandro Lucarelli",28022,299,23,23,23,56718,3500000
"Alessandro Mallamo",346560,0,0,0,0,204,350000
"Alessandro Mastalli",287307,0,0,0,0,300,5e+05
"Alessandro Matri",40660,434,62,930,310,203205,16500000
"Alessandro Minelli",431470,0,0,0,0,900,3e+05
"Alessandro Murgia",289061,252,21,105,105,114303,6e+06
"Alessandro Padovani Celin",210109,24,0,12,0,2736,4e+05
"Alessandro Piu",253857,0,0,0,0,5436,7e+05
"Alessandro Rossi",339782,0,0,0,0,1496,5e+05
"Alessandro Russo",481344,0,0,0,0,2160,750000
"Alessandro Schöpf",118397,567,0,459,378,308745,7500000
"Alessandro Semprini",315843,28,0,14,0,8778,8e+05
"Alessandro Tripaldelli",357176,14,0,0,0,10934,1e+06
"Alessandro Tuia",73943,189,0,27,0,50220,9e+05
"Alessandro Turrin",338297,0,0,0,0,900,175000
"Alessandro Zanoli",397225,14,0,0,0,3213,4e+06
"Alessio Castro-Montes",340166,288,0,234,162,156060,5e+06
"Alessio Cerci",21748,124,0,310,434,143437,1.8e+07
"Alessio Cragno",12907,174,0,0,0,448572,2e+07
"Alessio Da Cruz",337670,132,0,88,66,39204,2400000
"Alessio Miceli",394296,0,0,0,0,767,175000
"Alessio Romagnoli",197747,2145,66,396,165,790515,5e+07
"Alessio Sestu",23367,0,0,0,0,1104,8e+05
"Alessio Zerbin",433584,14,0,14,14,3276,4e+06
"Alex",15420,160,0,80,20,73420,1.6e+07
"Alex",86811,209,0,95,76,62890,1500000
"Alex",140957,0,0,0,0,60,6e+05
"Alex",418752,0,0,0,0,284,1e+05
"Alex",628223,35,0,0,0,10864,6e+05
"Alex Bangura",435821,72,0,24,0,19680,9e+05
"Alex Baptiste",16660,0,0,0,0,2400,2e+06
"Alex Bruce",37957,152,19,38,19,53732,1500000
"Alex Cordaz",16633,130,26,0,0,261976,1e+06
"Alex Denny",465950,0,0,0,0,2,50000
"Alex Felip",285957,16,0,0,0,5648,3e+05
"Alex Ferrari",197491,600,25,50,25,201950,2500000
"Alex Fisher",67221,2,0,16,0,3296,1e+05
"Alex Gersbach",331017,16,0,48,16,20480,7e+05
"Alex Gogic",225393,297,11,44,33,107305,5e+05
"Alex Gonçalves",85312,54,18,18,54,26190,1e+06
"Alex Gorrin",197825,36,0,0,6,7566,4e+05
"Alex Greive",835410,3,0,6,3,1767,350000
"Alex Harris",192500,0,0,6,18,5778,2e+05
"Alex Henshall",137154,0,0,0,0,291,1e+05
"Alex Iacovitti",287051,36,0,12,12,29982,4e+05
"Alex Iwobi",242631,80,0,440,620,298740,3.2e+07
"Alex Jakubiak",317032,0,0,7,0,7735,150000
"Alex Kakuba",255243,98,0,0,14,51268,5e+05
"Alex Kral",337333,198,0,22,132,123574,1e+07
"Alex McCarthy",95976,203,0,0,0,367024,6500000
"Alex Meret",240414,27,27,0,0,257688,4e+07
"Alex Mortensen",847022,0,0,0,0,72,75000
"Alex Méndez",526111,77,0,11,0,16016,8e+05
"Alex Neil",31090,9,0,0,0,4374,5e+05
"Alex Oxlade-Chamberlain",143424,310,0,899,961,391902,4e+07
"Alex Palmer",245625,0,0,0,0,1800,5e+05
"Alex Penny",407367,2,0,0,2,676,75000
"Alex Pinto",415645,96,0,0,24,24552,1250000
"Alex Pritchard",200777,57,0,57,19,63555,1e+07
"Alex Samuel",203869,0,0,0,0,3003,2e+05
"Alex Sandro",79960,2304,0,576,1260,886392,5e+07
"Alex Schalk",186228,88,0,616,220,125400,1e+06
"Alex Smithies",33754,0,0,0,0,3960,3500000
"Alex Soares",207571,580,0,100,220,208380,1e+06
"Alex Song",27394,280,0,35,175,163905,28500000
"Alex Teixeira",66515,592,0,1924,259,251970,3e+07
"Alex Telles",255755,1032,24,648,1440,560160,4e+07
"Alex da Silva",40608,16,16,16,16,20064,1e+06
"Alexander Ammitzböll",528915,0,0,24,12,5988,4e+05
"Alexander Bah",452607,176,0,48,96,61392,8e+06
"Alexander Bannink",88387,90,0,90,0,47142,4e+05
"Alexander Baumjohann",16474,0,0,35,70,17185,2500000
"Alexander Baun",485732,0,0,0,0,1830,2e+05
"Alexander Brunst",146693,42,0,0,0,54180,450000
"Alexander Busch",799986,0,0,0,0,376,150000
"Alexander Büttner",38003,1088,32,256,640,320320,6e+06
"Alexander Callens",147462,0,0,0,0,810,2200000
"Alexander Corryn",129580,300,25,0,75,130475,1e+06
"Alexander Djiku",250844,1020,80,80,20,330740,1e+07
"Alexander Esswein",45662,468,0,360,396,256284,3500000
"Alexander Farnerud",10255,102,0,34,170,51612,3e+06
"Alexander Fischer",61335,104,0,26,130,162058,5e+05
"Alexander Fuchs",278323,51,0,17,0,12580,1250000
"Alexander Hack",126281,384,24,168,72,223224,3e+06
"Alexander Isak",349066,340,0,1180,320,197320,5e+07
"Alexander Jakobsen",255172,34,0,17,17,5083,450000
"Alexander Juel Andersen",63459,348,0,145,87,264596,5e+05
"Alexander Kacaniklic",51040,48,0,48,72,50136,3500000
"Alexander Laukart",251327,11,0,0,0,3025,250000
"Alexander Lind",514895,0,0,8,0,1832,350000
"Alexander Ludwig",184534,275,0,150,100,205300,6e+05
"Alexander Madlung",2767,115,0,92,0,33028,4500000
"Alexander Manninger",5278,0,0,0,0,18963,4500000
"Alexander Meier",1565,81,0,1026,162,153765,4500000
"Alexander Merkel",86926,496,0,93,217,190712,5e+06
"Alexander Meyer",76158,0,0,0,0,3960,1e+06
"Alexander Milosevic",171376,138,0,0,23,67068,1500000
"Alexander Munksgaard",283225,323,0,76,133,131461,8e+05
"Alexander Nybo",204144,0,0,0,0,7560,250000
"Alexander Nübel",195778,66,44,0,0,205722,1.6e+07
"Alexander Rossipal",296188,0,0,0,0,1440,250000
"Alexander Samizadeh",414015,0,0,0,0,3,50000
"Alexander Scholz",153582,546,0,338,78,419640,4500000
"Alexander Schwolow",93763,96,0,0,32,533920,9e+06
"Alexander Szymanowski",217728,88,0,264,242,108328,5e+06
"Alexander Söderlund",87479,115,23,276,184,88067,2e+06
"Alexander Sörloth",238407,414,23,1495,667,288052,2e+07
"Alexander Tettey",12384,480,0,96,32,142560,4e+06
"Alexandre Coeff",89450,150,0,25,50,69350,1500000
"Alexandre D'Acol",18975,0,0,140,40,53500,550000
"Alexandre De Bruyn",224691,32,0,80,64,35680,750000
"Alexandre Guedes",197613,105,0,165,105,71595,2500000
"Alexandre Ippolito",664128,0,0,0,0,114,50000
"Alexandre Lacazette",93720,1332,37,5809,1850,862063,7e+07
"Alexandre Letellier",93730,24,0,0,0,77928,1500000
"Alexandre Mendy",290561,171,0,266,19,70110,2500000
"Alexandre Olliero",395602,0,0,0,0,1170,7e+05
"Alexandre Oukidja",56809,168,42,0,0,184380,3e+06
"Alexandre Pato",37579,0,0,231,165,57090,3.5e+07
"Alexandre Penetra",479643,30,5,5,0,13725,3e+06
"Alexandre Raineau",56815,0,0,0,0,8000,1500000
"Alexandro Calut",565428,5,0,0,0,3350,5e+05
"Alexandros Anagnostopoulos",279829,0,0,0,0,2100,350000
"Alexandros Apostolopoulos",188588,483,23,69,276,180113,550000
"Alexandros Arnarellis",240723,13,0,13,0,3315,350000
"Alexandros Chalatsis",596097,1,0,0,0,104,50000
"Alexandros Chintaseli",243602,0,0,0,0,1120,1e+05
"Alexandros Doris",462857,0,0,0,0,833,2e+05
"Alexandros Doumas",800021,0,0,0,0,6,50000
"Alexandros Fioretos",298587,0,0,0,0,1519,1e+05
"Alexandros Gargalatzidis",390124,0,0,0,0,1610,250000
"Alexandros Kalogeris",164500,0,0,0,0,6465,4e+05
"Alexandros Karagiannis",234135,36,0,24,48,10488,3e+05
"Alexandros Kartalis",195704,108,0,18,90,50238,4e+05
"Alexandros Katranis",324341,361,0,38,152,129067,1600000
"Alexandros Kavvadias",586534,0,0,0,0,185,125000
"Alexandros Kontos",96676,102,0,187,187,71672,450000
"Alexandros Kouros",191854,345,0,115,138,138575,6e+05
"Alexandros Kyziridis",586538,7,0,0,0,1057,350000
"Alexandros Lolis",655626,20,0,0,0,3295,3e+05
"Alexandros Malis",448919,180,0,12,12,60024,4e+05
"Alexandros Masouras",355759,0,0,0,0,270,3e+05
"Alexandros Mouzakitis",182687,16,0,0,8,5920,250000
"Alexandros Nikolias",230968,171,0,95,76,94335,6e+05
"Alexandros Parras",529596,20,0,0,10,4950,150000
"Alexandros Paschalakis",88348,275,25,0,25,401050,2500000
"Alexandros Perogamvrakis",129983,13,0,13,0,11596,6e+05
"Alexandros Safarikas",491293,0,0,0,0,1170,150000
"Alexandros Smyrlis",191855,0,0,0,0,1488,2e+05
"Alexandros Tabakis",68436,0,0,0,0,6840,250000
"Alexandros Tereziou",609651,10,0,5,0,750,1e+05
"Alexandros Tziolis",12883,279,0,124,93,215667,3e+06
"Alexandros Vergonis",18923,88,0,66,22,58982,4e+05
"Alexandros Voilis",416479,0,0,0,0,594,450000
"Alexandru Boiciuc",358734,28,0,42,14,11844,4e+05
"Alexandru Bourceanu",64118,92,0,0,0,79741,5e+06
"Alexandru Chipciu",64126,256,0,128,416,133888,4e+06
"Alexandru Cicaldau",295810,192,0,120,96,66936,9e+06
"Alexandru Dobre",365770,0,0,0,0,3612,1500000
"Alexandru Epureanu",45340,1900,76,532,76,765282,4800000
"Alexandru Gatcan",5245,1425,25,250,150,361875,2e+06
"Alexandru Maxim",129513,992,0,1395,899,359631,7e+06
"Alexandru Mitrita",209649,145,0,87,116,38338,7e+06
"Alexandru Tudorie",260139,0,0,27,0,9666,850000
"Alexandru Tudose",34941,85,0,17,0,37315,8e+05
"Alexandru Vlad",204040,135,0,0,135,91395,1400000
"Alexei Coselev",136109,21,0,0,0,117810,2e+06
"Alexi Peuget",127213,60,0,15,0,16545,6e+05
"Alexios Michail",67071,1102,29,174,116,512604,6e+05
"Alexis Alégué",228999,0,0,13,0,1508,4e+05
"Alexis Araujo",277268,0,0,0,0,27,350000
"Alexis Beka Beka",539065,63,0,0,36,16776,7e+06
"Alexis Blin",236041,475,0,38,114,182704,8e+06
"Alexis Busin",270646,0,0,13,0,3094,7e+05
"Alexis Claude-Maurice",384593,85,0,102,136,69751,1.2e+07
"Alexis De Sart",323713,234,0,144,162,135432,2500000
"Alexis Flips",395242,16,0,24,32,8800,3e+06
"Alexis Gamboa",452714,11,0,0,0,4433,450000
"Alexis Mac Allister",534033,70,0,112,84,59192,4.2e+07
"Alexis Mané",272633,0,0,0,0,185,350000
"Alexis Pérez",313359,152,19,38,19,57988,2e+06
"Alexis Ruano",7781,1558,38,228,114,363242,1e+07
"Alexis Saelemaekers",381950,390,0,120,240,130860,2e+07
"Alexis Sánchez",40433,1435,0,4305,3075,845871,7e+07
"Alexis Thébaux",22396,0,0,0,0,2070,3e+06
"Alexis Tibidi",750886,4,0,0,0,1516,1500000
"Alexis Trouillet",482769,0,0,0,0,1917,2e+06
"Alexis Zapata",263027,0,0,0,0,140,9e+05
"Alexy Bosetti",212937,48,0,96,16,20320,3e+06
"Alfa Semedo",359210,330,30,60,15,71580,4e+06
"Alfie Jones",340990,5,0,5,0,6230,1e+06
"Alfie Mawson",287431,102,17,119,17,133195,1.5e+07
"Alfie Whiteman",282823,0,0,0,0,56,1e+06
"Alfons Amade",296340,120,0,30,0,16755,650000
"Alfonso Artabe",212595,22,0,0,0,6534,4e+05
"Alfonso Espino",311044,264,0,44,132,133386,6e+06
"Alfonso Pedraza",356197,616,0,330,462,279378,2.2e+07
"Alfred Duncan",184894,1020,30,360,720,450840,1.8e+07
"Alfred Finnbogason",90024,490,35,1575,525,328055,1.5e+07
"Alfred Gomis",163568,108,0,0,0,306774,9e+06
"Alfred N'Diaye",77737,660,0,132,33,183084,8e+06
"Alfredo Donnarumma",130485,28,0,224,56,49392,6e+06
"Alfredo Mejía",121850,405,0,60,30,104715,5e+05
"Alfredo Morales",58500,1020,0,170,238,250410,3500000
"Alfredo Morelos",338962,990,54,1836,828,272430,1.5e+07
"Alfredo Ortuño",96540,0,0,0,22,7810,1e+06
"Alfredo Stephens",189539,33,0,11,33,11803,3e+05
"Algassime Bah",666924,2,0,0,0,94,3e+05
"Alhaji Gero",257558,18,0,36,36,5040,5e+05
"Alhaji Kamara",235355,308,22,462,0,85206,7e+05
"Alharbi El Jadeyaoui",45259,95,0,57,0,25175,1e+06
"Alhassan Wakaso",168536,1064,19,57,38,230527,3e+06
"Alhassan Yusuf",600481,44,0,33,22,22396,6e+06
"Alhassane Keita",197734,48,0,208,0,64784,8e+05
"Ali Adnan",261611,286,22,44,110,121484,3800000
"Ali Ahamada",126767,24,0,0,0,128256,4e+06
"Ali Akman",555719,24,12,72,0,20616,1500000
"Ali Alipour",249360,88,0,198,66,65032,1500000
"Ali Camdali",9339,899,0,145,116,305341,2300000
"Ali Coote",285282,0,0,0,0,305,125000
"Ali Crawford",79620,238,0,392,420,169092,8e+05
"Ali Dere",156553,0,0,0,0,243,850000
"Ali Eren Iyican",554066,14,0,0,0,5726,650000
"Ali Faez",298417,0,0,0,0,1309,3e+05
"Ali Fathi",163295,0,0,0,0,1100,350000
"Ali Gadzhibekov",49589,308,56,28,56,128856,2e+06
"Ali Ghazal",254981,468,0,36,0,126936,2500000
"Ali Gholizadeh",294772,352,0,418,484,168234,4e+06
"Ali Kaan Güneren",483495,0,0,0,0,3965,925000
"Ali McCann",450714,110,0,60,40,57180,2500000
"Ali Messaoud",79193,322,23,414,391,165393,8e+05
"Ali Osman Karnapoglu",607200,0,0,0,0,6,150000
"Ali Sanogo",685819,5,0,0,0,135,2e+05
"Ali Sasal Vural",157178,225,0,0,25,177500,8e+05
"Ali Sowe",229817,96,0,288,48,68712,3e+06
"Ali Sutherland",280536,0,0,0,0,69,50000
"Ali Turan",18547,1410,60,0,60,358350,3500000
"Ali Yasar",221133,0,0,0,0,1071,575000
"Ali Yavuz Kol",477938,50,0,0,0,3400,4e+05
"Ali Öztürk",144451,18,0,9,0,4347,2e+05
"Alican Karadag",169802,17,0,0,0,6970,750000
"Alidu Seidu",798404,56,8,0,0,11272,4500000
"Alieu Fadera",749552,32,0,0,0,5144,1200000
"Alihan Kubalas",242018,66,0,11,11,20966,4e+05
"Alikhan Shavaev",192930,66,0,110,0,38698,750000
"Aliko Bala",381360,8,0,0,0,3232,350000
"Alim Öztürk",189186,200,0,40,60,58860,5e+05
"Alimami Gory",435492,14,0,28,28,16128,1300000
"Alin Tosca",148004,352,0,0,96,442656,2e+06
"Aliou Badji",479589,45,0,45,0,11505,1800000
"Aliou Balde",666977,0,0,0,3,120,5e+05
"Alioun Fall",353204,10,0,0,0,1840,2e+05
"Alioune Fall",292739,15,0,0,0,2970,350000
"Alioune Ndour",718643,8,4,8,0,3648,6e+05
"Alireza Beiranvand",229081,22,0,0,0,39094,3500000
"Alireza Haghighi",171206,48,24,0,0,57480,9e+05
"Alireza Jahanbakhsh",213268,600,0,1128,840,318168,1.8e+07
"Alisher Dzhalilov",104697,0,0,0,0,3674,7e+05
"Alisson",105470,75,25,25,75,557875,9e+07
"Alisson Farias",366645,8,0,4,0,2544,5e+05
"Alisson Safira",443338,64,0,48,0,11656,5e+05
"Aliyu Abubakar",295309,12,12,0,0,2160,2e+05
"Aljaz Struna",108119,360,0,30,0,55230,1e+06
