"player_name","player_id","yellow_cards","red_cards","goals","assists","total_minutes_played"
"Aleksandar Stankov",92741,11,0,33,0,4587
"Aleksandar Tonev",87282,120,0,20,60,58080
"Aleksandar Trajkovski",142920,156,0,208,208,116038
"Aleksandar Vukotic",398851,408,17,85,17,121397
"Aleksander Buksa",553757,0,0,0,0,488
"Aleksandr Ageev",300138,0,0,12,0,432
"Aleksandr Anyukov",17749,406,29,29,116,267844
"Aleksandr Belenov",62514,464,29,0,0,638667
"Aleksandr Belozerov",48521,36,0,0,0,8604
"Aleksandr Budakov",51882,0,0,0,0,24332
"Aleksandr Bukachev",484466,4,0,0,0,1120
"Aleksandr Bukharov",45491,546,0,442,416,155142
"Aleksandr Cherevko",63130,42,0,0,21,28875
"Aleksandr Chernikov",432112,240,0,45,15,30135
"Aleksandr Chibirov",349917,20,0,0,0,4330
"Aleksandr Dantsev",25066,374,0,0,110,166056
"Aleksandr Denisov",82597,390,0,26,26,97500
"Aleksandr Dimidko",51960,88,0,22,22,44462
"Aleksandr Dolgov",515506,65,0,65,52,15002
"Aleksandr Dovbnya",47004,145,0,0,0,109591
"Aleksandr Dovbnya",263911,78,0,0,0,22633
"Aleksandr Erkin",106783,0,0,0,0,595
"Aleksandr Erokhin",84483,1344,0,1664,672,496416
"Aleksandr Filimonov",25651,0,0,0,0,10620
"Aleksandr Filin",301037,221,0,0,0,70805
"Aleksandr Filtsov",98544,23,0,0,0,6210
"Aleksandr Golovin",263918,1080,54,756,945,424575
"Aleksandr Gorbatyuk",61954,42,0,0,0,20790
"Aleksandr Gutor",86269,160,0,0,0,75840
"Aleksandr Hleb",597,66,0,66,165,117183
"Aleksandr Kalyashin",214251,0,0,0,0,1080
"Aleksandr Karapetyan",49788,44,0,44,0,12562
"Aleksandr Karnitskiy",253371,46,0,0,0,42941
"Aleksandr Katsalapov",90222,253,0,69,92,82478
"Aleksandr Kerzhakov",15381,26,0,156,130,33722
"Aleksandr Kharitonov",57015,0,0,0,0,338
"Aleksandr Kleshchenko",336565,18,0,0,0,8784
"Aleksandr Kokorin",89086,858,39,2262,819,457080
"Aleksandr Kolomeytsev",65966,216,0,240,216,202848
"Aleksandr Kovalenko",811544,12,0,0,0,3270
"Aleksandr Kozlov",104606,0,0,0,0,154
"Aleksandr Krivoruchko",104397,0,14,0,0,10234
"Aleksandr Kryuchkov",154612,0,0,0,0,720
"Aleksandr Kutitskiy",687617,14,0,0,7,2905
"Aleksandr Kutjin",106207,84,0,126,105,47691
"Aleksandr Kuznetsov",334437,0,0,0,0,450
"Aleksandr Lomakin",170625,0,0,68,34,6409
"Aleksandr Lomovitskiy",292837,496,0,112,64,105680
"Aleksandr Makarenko",51912,0,0,0,0,4704
"Aleksandr Makarov",256860,36,0,0,0,2676
"Aleksandr Maksimenko",279975,0,0,15,0,1380
"Aleksandr Maksimenko",351419,168,0,0,21,235452
"Aleksandr Martynovich",59352,1020,0,90,150,538800
"Aleksandr Melikhov",476274,0,0,0,0,14322
"Aleksandr Morgunov",255452,0,0,0,0,938
"Aleksandr Mukhin",501767,7,0,0,0,1631
"Aleksandr Naumenko",491764,2,0,0,0,220
"Aleksandr Novikov",103221,114,0,19,0,61883
"Aleksandr Pantsyrev",304606,0,0,0,0,176
"Aleksandr Pavlenko",15071,20,0,0,20,24060
"Aleksandr Pavlovets",249747,0,0,0,0,4680
"Aleksandr Prudnikov",48486,240,0,330,150,154290
"Aleksandr Putsko",126337,247,0,0,38,146015
"Aleksandr Rudenko",318468,95,0,76,19,29868
"Aleksandr Rudenko",349936,11,0,0,0,10890
"Aleksandr Ryazantsev",7252,108,0,252,252,142308
"Aleksandr Salugin",34602,276,0,138,115,60329
"Aleksandr Samedov",15076,527,0,899,589,349897
"Aleksandr Sapeta",89589,385,35,280,280,168490
"Aleksandr Saplinov",449575,90,0,45,15,23505
"Aleksandr Selikhov",265153,144,0,0,0,160380
"Aleksandr Selyava",187532,24,0,0,0,5064
"Aleksandr Seraskhov",180834,0,0,0,0,1260
"Aleksandr Shchanitsin",59189,0,0,0,0,3335
"Aleksandr Shcherbakov",335900,14,0,0,0,3766
"Aleksandr Sheplyakov",449120,0,0,0,0,990
"Aleksandr Sheshukov",15077,116,0,0,0,51301
"Aleksandr Silyanov",515051,40,0,0,20,18950
"Aleksandr Sobolev",464259,774,18,918,342,157680
"Aleksandr Soldatenkov",393858,64,0,0,16,33744
"Aleksandr Stavpets",52097,150,0,30,60,55920
"Aleksandr Subbotin",104642,0,0,0,0,224
"Aleksandr Sukhov",48557,616,0,84,336,331464
"Aleksandr Tashaev",260301,240,0,200,200,128560
"Aleksandr Troshechkin",308541,304,19,114,95,81757
"Aleksandr Vasiljev",106539,16,0,16,0,2544
"Aleksandr Vasyutin",215213,0,0,0,0,23940
"Aleksandr Yushin",285064,0,0,0,0,1963
"Aleksandr Zakarlyuka",217036,0,0,0,0,1530
"Aleksandr Zhirov",259849,168,0,21,21,110964
"Aleksandr Zotov",93177,360,0,180,210,178230
"Aleksandr Zuev",263963,551,0,76,285,151449
"Aleksandre Kobakhidze",56698,112,0,448,196,192304
"Aleksandrs Cauna",51164,60,0,15,15,10845
"Aleksey Bazanov",72175,11,0,0,0,3047
"Aleksey Berezutski",15363,286,0,78,78,175578
"Aleksey Chernov",393883,0,0,0,0,5040
"Aleksey Druzin",145992,0,0,0,0,780
"Aleksey Eremenko Jr.",16519,161,0,92,207,37260
"Aleksey Evseev",194947,152,19,114,38,41990
"Aleksey Gasilin",235341,60,0,0,60,15340
"Aleksey Gerasimov",300447,221,0,0,17,63937
"Aleksey Grechkin",217921,0,0,0,0,1560
"Aleksey Gritsaenko",379634,187,17,51,17,85952
"Aleksey Ionov",55356,476,0,1496,952,602922
"Aleksey Ivanov",38682,20,0,0,20,18780
"Aleksey Ivanushkin",278678,0,0,0,0,1
"Aleksey Kenyaykin",549983,0,0,0,0,2160
"Aleksey Kontsedalov",78725,0,0,0,0,42350
"Aleksey Kornienko",787301,0,0,0,0,180
"Aleksey Kozlov",24912,609,29,348,203,395589
"Aleksey Kurilov",59423,75,0,0,0,51500
"Aleksey Kurzenev",170624,0,0,0,0,1008
"Aleksey Miranchuk",255450,442,0,1300,1144,478426
"Aleksey Nikitin",106536,520,0,130,52,300690
"Aleksey Pomerko",72164,512,0,0,0,149440
"Aleksey Pugin",211740,38,19,133,57,49742
"Aleksey Rebko",15075,72,0,0,0,15840
"Aleksey Rybin",106210,36,0,0,54,30348
"Aleksey Shchetkin",198773,17,0,34,0,7055
"Aleksey Skornyakov",148498,0,0,0,0,990
"Aleksey Skvortsov",220671,19,0,38,19,8189
"Aleksey Solosin",89407,19,0,0,0,31901
"Aleksey Sutormin",217033,342,0,418,209,129124
"Aleksey Tataev",312502,16,0,0,0,1440
"Alen Halilovic",226074,234,26,260,312,139958
"Alen Stevanovic",124559,0,0,0,0,5589
"Ales Mateju",242078,273,0,0,63,75033
"Alessandro Agostini",17171,68,0,0,17,35547
"Alessandro Albanese",407347,35,0,14,42,10948
"Alessandro Bastoni",315853,494,0,76,171,218101
"Alessandro Berardi",127217,0,0,0,0,2668
"Alessandro Bruno",77910,168,0,0,0,25512
"Alessandro Buongiorno",386446,140,0,0,28,34230
"Alessandro Capello",200190,0,0,0,0,5192
"Alessandro Cerigioni",133480,147,0,126,21,42672
"Alessandro Ciranni",338680,289,0,68,170,126888
"Alessandro Cordaro",12908,234,52,234,234,126256
"Alessandro Crescenzi",96758,32,0,0,32,44896
"Alessandro Damen",321327,15,0,0,0,52005
"Alessandro Deiola",235931,484,0,154,66,137808
"Alessandro Diamanti",23197,544,34,136,170,118218
"Alessandro Florenzi",130365,1120,32,704,640,613856
"Alessandro Frara",6004,60,0,40,0,23300
"Alessandro Gamberini",16868,150,0,25,25,172725
"Alessandro Gazzi",28827,896,0,28,0,185528
"Alessandro Iacobucci",104290,0,0,0,0,12948
"Alessandro Longhi",112666,75,0,0,50,50350
"Alessandro Lucarelli",28022,299,23,23,23,56718
"Alessandro Mallamo",346560,0,0,0,0,204
"Alessandro Mastalli",287307,0,0,0,0,300
"Alessandro Matri",40660,434,62,930,310,203205
"Alessandro Minelli",431470,0,0,0,0,900
"Alessandro Murgia",289061,252,21,105,105,114303
"Alessandro Padovani Celin",210109,24,0,12,0,2736
"Alessandro Piu",253857,0,0,0,0,5436
"Alessandro Rossi",339782,0,0,0,0,1496
"Alessandro Russo",481344,0,0,0,0,2160
"Alessandro Sch<U+00F6>pf",118397,567,0,459,378,308745
"Alessandro Semprini",315843,28,0,14,0,8778
"Alessandro Tripaldelli",357176,14,0,0,0,10934
"Alessandro Tuia",73943,189,0,27,0,50220
"Alessandro Turrin",338297,0,0,0,0,900
"Alessandro Zanoli",397225,14,0,0,0,3213
"Alessio Castro-Montes",340166,288,0,234,162,156060
"Alessio Cerci",21748,124,0,310,434,143437
"Alessio Cragno",12907,174,0,0,0,448572
"Alessio Da Cruz",337670,132,0,88,66,39204
"Alessio Miceli",394296,0,0,0,0,767
"Alessio Romagnoli",197747,2145,66,396,165,790515
"Alessio Sestu",23367,0,0,0,0,1104
"Alessio Zerbin",433584,14,0,14,14,3276
"Alex",15420,160,0,80,20,73420
"Alex",86811,209,0,95,76,62890
"Alex",140957,0,0,0,0,60
"Alex",418752,0,0,0,0,284
"Alex",628223,35,0,0,0,10864
"Alex Bangura",435821,72,0,24,0,19680
"Alex Baptiste",16660,0,0,0,0,2400
"Alex Bruce",37957,152,19,38,19,53732
"Alex Cordaz",16633,130,26,0,0,261976
"Alex Denny",465950,0,0,0,0,2
"Alex Felip",285957,16,0,0,0,5648
"Alex Ferrari",197491,600,25,50,25,201950
"Alex Fisher",67221,2,0,16,0,3296
"Alex Gersbach",331017,16,0,48,16,20480
"Alex Gogic",225393,297,11,44,33,107305
"Alex Gon<U+00E7>alves",85312,54,18,18,54,26190
"Alex Gorrin",197825,36,0,0,6,7566
"Alex Greive",835410,3,0,6,3,1767
"Alex Harris",192500,0,0,6,18,5778
"Alex Henshall",137154,0,0,0,0,291
"Alex Iacovitti",287051,36,0,12,12,29982
"Alex Iwobi",242631,80,0,440,620,298740
"Alex Jakubiak",317032,0,0,7,0,7735
"Alex Kakuba",255243,98,0,0,14,51268
"Alex Kral",337333,198,0,22,132,123574
"Alex McCarthy",95976,203,0,0,0,367024
"Alex Meret",240414,27,27,0,0,257688
"Alex Mortensen",847022,0,0,0,0,72
"Alex M<U+00E9>ndez",526111,77,0,11,0,16016
"Alex Neil",31090,9,0,0,0,4374
"Alex Oxlade-Chamberlain",143424,310,0,899,961,391902
"Alex Palmer",245625,0,0,0,0,1800
"Alex Penny",407367,2,0,0,2,676
"Alex Pinto",415645,96,0,0,24,24552
"Alex Pritchard",200777,57,0,57,19,63555
"Alex Samuel",203869,0,0,0,0,3003
"Alex Sandro",79960,2304,0,576,1260,886392
"Alex Schalk",186228,88,0,616,220,125400
"Alex Smithies",33754,0,0,0,0,3960
"Alex Soares",207571,580,0,100,220,208380
"Alex Song",27394,280,0,35,175,163905
"Alex Teixeira",66515,592,0,1924,259,251970
"Alex Telles",255755,1032,24,648,1440,560160
"Alex da Silva",40608,16,16,16,16,20064
"Alexander Ammitzb<U+00F6>ll",528915,0,0,24,12,5988
"Alexander Bah",452607,176,0,48,96,61392
"Alexander Bannink",88387,90,0,90,0,47142
"Alexander Baumjohann",16474,0,0,35,70,17185
"Alexander Baun",485732,0,0,0,0,1830
"Alexander Brunst",146693,42,0,0,0,54180
"Alexander Busch",799986,0,0,0,0,376
"Alexander B<U+00FC>ttner",38003,1088,32,256,640,320320
"Alexander Callens",147462,0,0,0,0,810
"Alexander Corryn",129580,300,25,0,75,130475
"Alexander Djiku",250844,1020,80,80,20,330740
"Alexander Esswein",45662,468,0,360,396,256284
"Alexander Farnerud",10255,102,0,34,170,51612
"Alexander Fischer",61335,104,0,26,130,162058
"Alexander Fuchs",278323,51,0,17,0,12580
"Alexander Hack",126281,384,24,168,72,223224
"Alexander Isak",349066,340,0,1180,320,197320
"Alexander Jakobsen",255172,34,0,17,17,5083
"Alexander Juel Andersen",63459,348,0,145,87,264596
"Alexander Kacaniklic",51040,48,0,48,72,50136
"Alexander Laukart",251327,11,0,0,0,3025
"Alexander Lind",514895,0,0,8,0,1832
"Alexander Ludwig",184534,275,0,150,100,205300
"Alexander Madlung",2767,115,0,92,0,33028
"Alexander Manninger",5278,0,0,0,0,18963
"Alexander Meier",1565,81,0,1026,162,153765
"Alexander Merkel",86926,496,0,93,217,190712
"Alexander Meyer",76158,0,0,0,0,3960
"Alexander Milosevic",171376,138,0,0,23,67068
"Alexander Munksgaard",283225,323,0,76,133,131461
"Alexander Nybo",204144,0,0,0,0,7560
"Alexander N<U+00FC>bel",195778,66,44,0,0,205722
"Alexander Rossipal",296188,0,0,0,0,1440
"Alexander Samizadeh",414015,0,0,0,0,3
"Alexander Scholz",153582,546,0,338,78,419640
"Alexander Schwolow",93763,96,0,0,32,533920
"Alexander Szymanowski",217728,88,0,264,242,108328
"Alexander S<U+00F6>derlund",87479,115,23,276,184,88067
"Alexander S<U+00F6>rloth",238407,414,23,1495,667,288052
"Alexander Tettey",12384,480,0,96,32,142560
"Alexandre Coeff",89450,150,0,25,50,69350
"Alexandre D'Acol",18975,0,0,140,40,53500
"Alexandre De Bruyn",224691,32,0,80,64,35680
"Alexandre Guedes",197613,105,0,165,105,71595
"Alexandre Ippolito",664128,0,0,0,0,114
"Alexandre Lacazette",93720,1332,37,5809,1850,862063
"Alexandre Letellier",93730,24,0,0,0,77928
"Alexandre Mendy",290561,171,0,266,19,70110
"Alexandre Olliero",395602,0,0,0,0,1170
"Alexandre Oukidja",56809,168,42,0,0,184380
"Alexandre Pato",37579,0,0,231,165,57090
"Alexandre Penetra",479643,30,5,5,0,13725
"Alexandre Raineau",56815,0,0,0,0,8000
"Alexandro Calut",565428,5,0,0,0,3350
"Alexandros Anagnostopoulos",279829,0,0,0,0,2100
"Alexandros Apostolopoulos",188588,483,23,69,276,180113
"Alexandros Arnarellis",240723,13,0,13,0,3315
"Alexandros Chalatsis",596097,1,0,0,0,104
"Alexandros Chintaseli",243602,0,0,0,0,1120
"Alexandros Doris",462857,0,0,0,0,833
"Alexandros Doumas",800021,0,0,0,0,6
"Alexandros Fioretos",298587,0,0,0,0,1519
"Alexandros Gargalatzidis",390124,0,0,0,0,1610
"Alexandros Kalogeris",164500,0,0,0,0,6465
"Alexandros Karagiannis",234135,36,0,24,48,10488
"Alexandros Kartalis",195704,108,0,18,90,50238
"Alexandros Katranis",324341,361,0,38,152,129067
"Alexandros Kavvadias",586534,0,0,0,0,185
"Alexandros Kontos",96676,102,0,187,187,71672
"Alexandros Kouros",191854,345,0,115,138,138575
"Alexandros Kyziridis",586538,7,0,0,0,1057
"Alexandros Lolis",655626,20,0,0,0,3295
"Alexandros Malis",448919,180,0,12,12,60024
"Alexandros Masouras",355759,0,0,0,0,270
"Alexandros Mouzakitis",182687,16,0,0,8,5920
"Alexandros Nikolias",230968,171,0,95,76,94335
"Alexandros Parras",529596,20,0,0,10,4950
"Alexandros Paschalakis",88348,275,25,0,25,401050
"Alexandros Perogamvrakis",129983,13,0,13,0,11596
"Alexandros Safarikas",491293,0,0,0,0,1170
"Alexandros Smyrlis",191855,0,0,0,0,1488
"Alexandros Tabakis",68436,0,0,0,0,6840
"Alexandros Tereziou",609651,10,0,5,0,750
"Alexandros Tziolis",12883,279,0,124,93,215667
"Alexandros Vergonis",18923,88,0,66,22,58982
"Alexandros Voilis",416479,0,0,0,0,594
"Alexandru Boiciuc",358734,28,0,42,14,11844
"Alexandru Bourceanu",64118,92,0,0,0,79741
"Alexandru Chipciu",64126,256,0,128,416,133888
"Alexandru Cicaldau",295810,192,0,120,96,66936
"Alexandru Dobre",365770,0,0,0,0,3612
"Alexandru Epureanu",45340,1900,76,532,76,765282
"Alexandru Gatcan",5245,1425,25,250,150,361875
"Alexandru Maxim",129513,992,0,1395,899,359631
"Alexandru Mitrita",209649,145,0,87,116,38338
"Alexandru Tudorie",260139,0,0,27,0,9666
"Alexandru Tudose",34941,85,0,17,0,37315
"Alexandru Vlad",204040,135,0,0,135,91395
"Alexei Coselev",136109,21,0,0,0,117810
"Alexi Peuget",127213,60,0,15,0,16545
"Alexios Michail",67071,1102,29,174,116,512604
"Alexis Al<U+00E9>gu<U+00E9>",228999,0,0,13,0,1508
"Alexis Araujo",277268,0,0,0,0,27
"Alexis Beka Beka",539065,63,0,0,36,16776
"Alexis Blin",236041,475,0,38,114,182704
"Alexis Busin",270646,0,0,13,0,3094
"Alexis Claude-Maurice",384593,85,0,102,136,69751
"Alexis De Sart",323713,234,0,144,162,135432
"Alexis Flips",395242,16,0,24,32,8800
"Alexis Gamboa",452714,11,0,0,0,4433
"Alexis Mac Allister",534033,70,0,112,84,59192
"Alexis Man<U+00E9>",272633,0,0,0,0,185
"Alexis P<U+00E9>rez",313359,152,19,38,19,57988
"Alexis Ruano",7781,1558,38,228,114,363242
"Alexis Saelemaekers",381950,390,0,120,240,130860
"Alexis S<U+00E1>nchez",40433,1435,0,4305,3075,845871
"Alexis Th<U+00E9>baux",22396,0,0,0,0,2070
"Alexis Tibidi",750886,4,0,0,0,1516
"Alexis Trouillet",482769,0,0,0,0,1917
"Alexis Zapata",263027,0,0,0,0,140
"Alexy Bosetti",212937,48,0,96,16,20320
"Alfa Semedo",359210,330,30,60,15,71580
"Alfie Jones",340990,5,0,5,0,6230
"Alfie Mawson",287431,102,17,119,17,133195
"Alfie Whiteman",282823,0,0,0,0,56
"Alfons Amade",296340,120,0,30,0,16755
"Alfonso Artabe",212595,22,0,0,0,6534
"Alfonso Espino",311044,264,0,44,132,133386
"Alfonso Pedraza",356197,616,0,330,462,279378
"Alfred Duncan",184894,1020,30,360,720,450840
"Alfred Finnbogason",90024,490,35,1575,525,328055
"Alfred Gomis",163568,108,0,0,0,306774
"Alfred N'Diaye",77737,660,0,132,33,183084
"Alfredo Donnarumma",130485,28,0,224,56,49392
"Alfredo Mej<U+00ED>a",121850,405,0,60,30,104715
"Alfredo Morales",58500,1020,0,170,238,250410
"Alfredo Morelos",338962,990,54,1836,828,272430
"Alfredo Ortu<U+00F1>o",96540,0,0,0,22,7810
"Alfredo Stephens",189539,33,0,11,33,11803
"Algassime Bah",666924,2,0,0,0,94
"Alhaji Gero",257558,18,0,36,36,5040
"Alhaji Kamara",235355,308,22,462,0,85206
"Alharbi El Jadeyaoui",45259,95,0,57,0,25175
"Alhassan Wakaso",168536,1064,19,57,38,230527
"Alhassan Yusuf",600481,44,0,33,22,22396
"Alhassane Keita",197734,48,0,208,0,64784
"Ali Adnan",261611,286,22,44,110,121484
"Ali Ahamada",126767,24,0,0,0,128256
"Ali Akman",555719,24,12,72,0,20616
"Ali Alipour",249360,88,0,198,66,65032
"Ali Camdali",9339,899,0,145,116,305341
"Ali Coote",285282,0,0,0,0,305
"Ali Crawford",79620,238,0,392,420,169092
"Ali Dere",156553,0,0,0,0,243
"Ali Eren Iyican",554066,14,0,0,0,5726
"Ali Faez",298417,0,0,0,0,1309
"Ali Fathi",163295,0,0,0,0,1100
"Ali Gadzhibekov",49589,308,56,28,56,128856
"Ali Ghazal",254981,468,0,36,0,126936
"Ali Gholizadeh",294772,352,0,418,484,168234
"Ali Kaan G<U+00FC>neren",483495,0,0,0,0,3965
"Ali McCann",450714,110,0,60,40,57180
"Ali Messaoud",79193,322,23,414,391,165393
"Ali Osman Karnapoglu",607200,0,0,0,0,6
"Ali Sanogo",685819,5,0,0,0,135
"Ali Sasal Vural",157178,225,0,0,25,177500
"Ali Sowe",229817,96,0,288,48,68712
"Ali Sutherland",280536,0,0,0,0,69
"Ali Turan",18547,1410,60,0,60,358350
"Ali Yasar",221133,0,0,0,0,1071
"Ali Yavuz Kol",477938,50,0,0,0,3400
"Ali <U+00D6>zt<U+00FC>rk",144451,18,0,9,0,4347
"Alican Karadag",169802,17,0,0,0,6970
"Alidu Seidu",798404,56,8,0,0,11272
"Alieu Fadera",749552,32,0,0,0,5144
"Alihan Kubalas",242018,66,0,11,11,20966
"Alikhan Shavaev",192930,66,0,110,0,38698
"Aliko Bala",381360,8,0,0,0,3232
"Alim <U+00D6>zt<U+00FC>rk",189186,200,0,40,60,58860
"Alimami Gory",435492,14,0,28,28,16128
"Alin Tosca",148004,352,0,0,96,442656
"Aliou Badji",479589,45,0,45,0,11505
"Aliou Balde",666977,0,0,0,3,120
"Alioun Fall",353204,10,0,0,0,1840
"Alioune Fall",292739,15,0,0,0,2970
"Alioune Ndour",718643,8,4,8,0,3648
"Alireza Beiranvand",229081,22,0,0,0,39094
"Alireza Haghighi",171206,48,24,0,0,57480
"Alireza Jahanbakhsh",213268,600,0,1128,840,318168
"Alisher Dzhalilov",104697,0,0,0,0,3674
"Alisson",105470,75,25,25,75,557875
"Alisson Farias",366645,8,0,4,0,2544
"Alisson Safira",443338,64,0,48,0,11656
"Aliyu Abubakar",295309,12,12,0,0,2160
"Aljaz Struna",108119,360,0,30,0,55230
"Alkis Dimitris",21191,56,0,0,14,31570
"Allahyar Sayyadmanesh",480975,56,0,84,42,19894
"Allan",126422,1813,37,481,925,818662
"Allan",385271,90,0,0,0,23508
"Allan Campbell",347619,228,0,192,96,134064
"Allan H<U+00F6>venhoff",93160,10,0,0,0,680
"Allan McGregor",9422,442,0,0,0,630394
"Allan Nyom",111508,2312,136,136,306,648618
"Allan Saint-Maximin",272642,312,26,702,910,418158
"Allan Sousa",423197,420,0,300,285,105270
"Allano",376441,595,34,187,221,118082
"Allef",517669,22,0,33,22,4697
"Ally Gilchrist",193110,0,0,0,0,540
"Ally Samatta",182201,418,22,1672,352,313126
"Almamy Tour<U+00E9>",216181,260,0,160,360,188040
"Almen Abdi",9966,116,0,58,0,67715
"Almog Cohen",56711,120,0,210,90,103920
"Alou Diarra",1327,217,0,62,0,40207
"Alo<U+00ED>sio",477161,0,0,0,0,52
"Alo<U+00ED>sio Neto",554040,0,0,3,0,1311
"Alo<U+00EF>s Confais",292820,45,0,0,15,27165
"Alparslan Erdem",42050,272,0,34,204,159970
"Alpaslan <U+00D6>zt<U+00FC>rk",138736,1148,0,364,56,235704
"Alpay Celebi",388188,0,0,0,0,110
"Alpay Kocakli",315272,51,0,0,0,5593
"Alper Potuk",99186,1320,66,495,759,384582
"Alper Uludag",55524,612,0,102,68,134572
"Alper <U+00D6>nal",399593,14,0,0,0,805
"Alperen Babacan",341102,0,0,0,0,1957
"Alperen Uysal",137610,0,0,0,0,1890
"Alpha Sissoko",594992,0,0,0,0,5192
"Alphonse Areola",120629,204,0,0,0,699414
"Alphonso Davies",424204,228,19,95,342,160588
"Alphousseyni Keita",51853,0,0,0,0,868
"Altay Bayindir",336077,200,0,0,20,199440
"Altug Tas",240639,0,0,0,0,240
"Alvarinho",176906,0,0,0,0,864
"Alvaro Ngamba",290571,24,0,0,0,1476
"Alvaro Tavares",654385,150,0,70,60,25280
"Alvin Arrondel",127184,12,0,0,0,1944
"Aly Abeid",393436,0,0,0,0,1014
"Aly Cissokho",57515,363,33,33,264,315348
"Aly Malle",398809,20,0,0,0,11700
"Aly Ndom",396131,30,0,0,0,11145
"Amad Diallo",536835,16,0,16,8,5472
"Amadaiya Rennie",140686,0,0,0,0,1394
"Amadou Ciss",526784,60,12,72,72,27192
"Amadou Diambo",708868,0,0,0,0,279
"Amadou Diawara",355501,792,22,88,66,233728
"Amadou Haidara",402008,323,0,228,152,124697
"Amadou Keita",683952,0,0,0,0,180
"Amadou Moutari",213035,64,0,16,16,20144
"Amadou Onana",485706,20,10,10,0,16020
"Amadou Salif Mbengue",806310,16,0,0,0,2420
"Amadou Traor<U+00E9>",540665,0,0,0,4,1212
"Amar Catic",450195,20,0,10,20,5300
"Amar Rahmanovic",166086,312,24,144,144,57696
"Amara Baby",108587,475,0,300,175,180350
"Amath Ndiaye",339820,324,0,90,108,92736
"Amato Ciciretti",159902,0,0,52,0,25740
"Amauri",6234,125,0,75,0,35050
"Ambroise Oyongo",184922,266,0,76,38,102429
"Ambrosiy Chachua",212232,252,0,144,0,89568
"Amedej Vetrih",121481,468,0,26,26,121628
"Ameen Al-Dakhil",620598,30,6,0,0,8892
"Amer Gojak",293210,72,0,36,18,16182
"Amido Bald<U+00E9>",118309,16,0,16,32,17264
"Amilcar Djau Codjovi",624883,0,0,2,0,170
"Amilton",227676,920,40,380,520,279420
"Amin Nouri",89647,22,0,0,0,15620
"Amin Sarr",748382,0,0,35,7,7686
"Amin Younes",96167,416,0,800,864,305472
"Amine",306668,133,0,0,38,52345
"Amine Adli",532776,50,0,40,40,18850
"Amine Bassi",506009,0,0,0,0,3993
"Amine Benchaib",503855,144,0,96,48,40144
"Amine Chermiti",61682,0,0,21,0,9702
"Amine Gouiri",418659,162,0,468,288,108252
"Amine Harit",372711,378,21,399,525,252147
"Amine Khammas",401938,28,0,0,28,21140
"Aminu Umar",262688,525,25,800,600,306475
"Amir Abedzadeh",218431,240,24,0,0,171600
"Amir Abrashi",66005,406,0,29,0,113100
"Amir Absalem",373977,75,0,0,15,18450
"Amir Aduev",485961,8,0,0,0,2056
"Amir Agayev",184309,26,0,39,0,10608
"Amir Hadziahmetovic",293213,440,22,198,330,248644
"Amir Mokhammad",449173,0,0,0,0,2561
"Amir Natcho",330059,0,0,0,0,357
"Amir Rrahmani",257732,364,0,130,52,216216
"Amiri Kurdi",136749,144,0,0,0,47496
"Amit Quluzade",27138,9,0,0,0,1539
"Amos Pieper",334221,170,0,17,17,91222
"Amos Youga",203540,72,18,0,18,20556
"Amr Warda",237641,726,0,836,572,284944
"Amur Kalmykov",546295,15,0,0,0,3150
"Anaitz Arbilla",71548,1450,0,145,232,417542
"Anas Ouahim",240889,34,17,0,17,12512
"Anas Tahiri",308265,66,0,110,132,118646
"Anass Achahbar",182554,0,0,208,78,44122
"Anass Zaroury",491296,0,0,50,10,16870
"Anastasios Avlonitis",60164,104,0,52,104,98462
"Anastasios Bakasetas",162571,1479,29,1885,1189,558453
"Anastasios Chatzigiovanis",402887,98,0,210,238,112910
"Anastasios Daskalakis",332745,0,0,0,0,1890
"Anastasios Dimitriadis",292350,0,0,9,0,819
"Anastasios Donis",243606,168,42,252,105,83118
"Anastasios Douvikas",523318,84,0,378,126,90594
"Anastasios Fragoulis",333200,0,0,0,0,540
"Anastasios Karamanos",127826,364,0,624,286,391222
"Anastasios Kritikos",237893,84,0,14,14,8652
"Anastasios Lagos",68418,680,0,60,20,119960
"Anastasios Papachristos",193950,40,0,0,0,5940
"Anastasios Papazoglou",62481,783,0,81,108,191079
"Anastasios Tsokanis",5336,696,0,120,72,324192
"Anastasios Venetis",17239,119,17,17,17,82059
"Anastasios Zarkadas",342347,0,0,0,0,80
"Anatoliy Anisimov",389030,0,0,0,0,480
"Anatoliy Didenko",25891,260,0,260,20,98980
"Anatoliy Katrich",279955,64,0,0,48,12928
"Anatoliy Nuriyev",570743,60,0,100,20,20950
"Anatoliy Trubin",537844,24,0,0,0,35280
"Anatoliy Tymoshchuk",14944,58,0,0,0,25984
"Anatoliy Ulyanov",553380,16,0,0,0,1328
"Ancelmo J<U+00FA>nior",185937,4,0,4,0,748
"Anco Jansen",56607,200,0,150,250,69050
"Andac G<U+00FC>lery<U+00FC>z",94230,24,0,24,24,10224
"Ander Bardaj<U+00ED>",229798,13,0,0,0,2730
"Ander Barrenetxea",616369,99,0,88,44,38830
"Ander Cantero",199325,0,0,0,0,1620
"Ander Capa",197545,1334,0,230,391,429502
"Ander Gayoso",333347,0,0,0,0,68
"Ander Guevara",465967,182,0,13,13,67821
"Ander Herrera",99343,1938,0,884,1122,594694
"Ander Iturraspe",71571,837,0,54,81,255312
"Anders Baertelsen",422947,0,0,0,0,728
